group,team,position,scout_seeds,selection_reference_hits,selection_reference_probability,holdout_reference_hits,holdout_reference_probability,plain_mean,plain_seed_sd,pooled_mean,pooled_seed_sd,matched_3_mean,matched_3_seed_sd,shrink_5_mean,shrink_5_seed_sd,hybrid_10_reconciled_mean,hybrid_10_reconciled_seed_sd
16498,7,7,20,431069,0.0862138,431071,0.0862142,0.0862035,0.0010346587283788426,0.08856339494068335,0.00016547502133431566,0.08871050631327312,0.0002815093010927498,0.08624298430335776,0.0009456106755361832,0.08620525179991019,0.0009283223809395753
16498,7,8,20,615532,0.1231064,613943,0.1227886,0.1226825,0.0010929673515613113,0.11842609650154252,0.00014424901316487663,0.1244628664849347,0.0003017867518420065,0.12272823440232734,0.0009931473374861562,0.12263980829274967,0.0009716699001429942
16498,7,9,20,692599,0.1385198,693203,0.1386406,0.1390825,0.0010651507182702267,0.1313839535984586,9.880246362412238e-05,0.13804896787433651,0.0001963097552855985,0.13898389528918392,0.0008824947950974781,0.13894147549877442,0.0009285642733434607
16498,7,10,20,683079,0.1366158,683386,0.1366772,0.1371555,0.0011363259122924962,0.1292580429072279,0.000133566383955285,0.13416464909193765,0.00019923400757034836,0.13702455628064275,0.000999821293745997,0.13704428792252862,0.0010164845899024659
16498,7,11,20,610609,0.1221218,610857,0.1221714,0.12203900000000001,0.0011698803357608851,0.11715761596932905,0.00017145351436026726,0.11918614493049458,0.00040382779274335625,0.12198740649846807,0.0010689023972963489,0.1220369854158655,0.0010213882519045294
16498,7,12,20,503929,0.1007858,503587,0.1007174,0.10028999999999999,0.001304437769591499,0.0997371052376223,0.00015129004193094642,0.09878956527441776,0.0002149802034961753,0.10029978653587154,0.0011213957823319402,0.10035097750684008,0.0010951893069357376
16498,7,13,20,395859,0.0791718,396174,0.0792348,0.079151,0.0006734506585294006,0.08034367636446464,0.00010899136719364778,0.0782521899004643,0.0001775293941393831,0.0792168735456088,0.0007338501090079091,0.07925533876411492,0.000750268484773762
16498,7,14,20,294451,0.0588902,295728,0.0591456,0.0591055,0.0007939539626054168,0.06106465269720805,8.430667138242859e-05,0.058675041475924596,0.00015954069438458944,0.05921233876587838,0.0006997126803471649,0.05922475930641645,0.0007032355520335036
16498,7,15,20,204297,0.0408594,204638,0.0409276,0.0407595,0.0008215676606662594,0.04306345577366309,7.405971556281022e-05,0.04097953707557647,0.00014070784906450613,0.04084509919089948,0.000584115399487567,0.04084906361689674,0.0005889294106595097
16498,7,16,20,127552,0.0255104,126607,0.0253214,0.025349500000000004,0.0005222066035987144,0.027197365232172595,6.267112696745965e-05,0.025621147294034335,0.00011146150750925325,0.025402909717746485,0.00042239561532631225,0.02540517627810988,0.0004242980581552784
16498,7,17,20,63717,0.0127434,63385,0.012677,0.0126605,0.00036982890781093834,0.014180051552313392,4.609650507694877e-05,0.012998065841907259,8.105082920547022e-05,0.012675675889092663,0.0003759317839830689,0.012678680027395278,0.0003674614787920155
16498,7,18,20,20844,0.0041688,20658,0.0041316,0.0041025,0.0002260152533278276,0.0048535480847059186,1.7234733788587108e-05,0.004139793763674354,2.0688238247669642e-05,0.004102245798612069,0.00019147868452489982,0.004106121305107394,0.0001938980308385491
16498,7,19,20,1413,0.0002826,1358,0.0002716,0.0003025,4.7448032514253785e-05,0.0003865751607317095,4.377273780904516e-06,0.00021922475632343169,4.6599167990831605e-06,0.00031372129610558383,4.021664543176467e-05,0.00031334050520039433,3.995626015145017e-05
16498,7,20,20,15,3e-06,12,2.4e-06,2.5e-06,7.1635039941137895e-06,3.7926306742337176e-06,2.1467342770056993e-07,1.0981165069606896e-06,1.6961505341147003e-07,2.5639905513423526e-06,5.144761204119788e-06,1.0970392005007836e-06,1.69456177714373e-07
16498,8,1,20,983,0.0001966,1027,0.0002054,0.000201,4.778240151705272e-05,0.00117155861204853,2.80501789331835e-05,0.0003483521815216359,2.7525919404703542e-05,0.00022486827410582813,4.268648509775857e-05,0.00022430385701147966,4.288448237523461e-05
16498,8,2,20,37151,0.0074302,37391,0.0074782,0.0073880000000000005,0.0003128746175639523,0.04313996891469944,0.00023389961015252188,0.010782964312445931,0.00023184414045413775,0.007568462018152769,0.000297472918070822,0.007531092382380205,0.00029310391014297115
16498,8,3,20,1870475,0.374095,1868214,0.3736428,0.374376,0.0014409843127090873,0.32546055481902797,0.000491468781034805,0.3654012563292599,0.000761946649421713,0.37400045238799495,0.0013159989990618902,0.3741568264581245,0.0010657830314808412
16498,8,4,20,1327926,0.2655852,1331352,0.2662704,0.265843,0.0014106851638756768,0.2604422020707862,0.00022807010673541942,0.26984703218995854,0.000339810938251446,0.26580432195391585,0.0013659462405170462,0.2657787591140192,0.0013782532868222884
16498,8,5,20,916342,0.1832684,914629,0.1829258,0.182358,0.001390503884435992,0.17973138651183862,0.0002627921586088882,0.18213374963665824,0.0004439029550810068,0.1824212584461414,0.0012838448215703388,0.18238644862741196,0.001192691819660256
16498,8,6,20,491199,0.0982398,492340,0.098468,0.09862950000000001,0.000909525469103183,0.10675515145739953,0.0002245971839000293,0.10007325628138175,0.0002962267970098571,0.09871790536698358,0.0008562148258078722,0.09871657774174647,0.0008647038434654129
16498,8,7,20,216899,0.0433798,216026,0.0432052,0.0433705,0.000608807937910765,0.05165262105299242,0.00012625797587466028,0.04479964155847476,0.0002003140804818719,0.043411308895058794,0.0005724560246240338,0.043397931331646405,0.0005779440846299382
16498,8,8,20,87120,0.017424,87186,0.0174372,0.0174805,0.00044861746686787325,0.020904973650935597,5.7581178694070964e-05,0.017410349012624376,0.00011188159681950444,0.01749261174826075,0.0004000629072140514,0.017482167962398668,0.00039688330047575674
16498,8,9,20,33880,0.006776,33774,0.0067548,0.0067805,0.00020150682370579908,0.00747216165550006,2.489667887923687e-05,0.006327078301985712,5.508319642548229e-05,0.00678667226646249,0.00019383694154638298,0.0067855018296709355,0.00019592095028310704
16498,8,10,20,12376,0.0024752,12441,0.0024882,0.0024825,0.00015636916508529966,0.0023920462723629977,1.1355078693638071e-05,0.0020915331759997803,3.123885659561581e-05,0.002489925917657724,0.0001440378117304666,0.0024905444953664145,0.00014312604341365503
16498,8,11,20,4093,0.0008186,4114,0.0008228,0.000802,9.736529155710466e-05,0.0006762864821314904,5.108560340547545e-06,0.0006049168916832132,1.2394891022169101e-05,0.0008014585152839523,9.011388327063825e-05,0.0008018468717502619,8.9827502412858e-05
16498,8,12,20,1204,0.0002408,1157,0.0002314,0.000215,6.460405722960684e-05,0.00016377558835661935,1.0996648165437637e-06,0.00014681016717114478,3.801472225374392e-06,0.0002126374393005817,5.011560004428924e-05,0.00021278393103727904,5.020585845042486e-05
16498,8,13,20,299,5.98e-05,282,5.64e-05,6.2e-05,2.1908902300206645e-05,3.229203153604948e-05,3.72367250534713e-07,2.872502658438502e-05,8.339048493377678e-07,5.8408221935997406e-05,1.5959672434254282e-05,3.15203400341037e-05,1.2533877708468565e-05
16498,8,14,20,50,1e-05,62,1.24e-05,1.15e-05,1.0894228312566054e-05,4.594529260036271e-06,1.1078036019020142e-07,3.984742964870484e-06,2.8603497121764015e-07,9.46088726078001e-06,6.787189454899836e-06,3.986193367363546e-06,2.8778016591743225e-07
16498,8,15,20,3,6e-07,5,1e-06,0.0,0.0,4.0817143362946183e-07,2.1697336249545836e-08,3.355932748228925e-07,4.7404760999895716e-08,2.3479308625833681e-07,3.3969838442707005e-08,3.3566004208322715e-07,4.728738571994789e-08
16498,8,16,20,0,0,0,0,0.0,0.0,1.786294798516968e-08,2.8446592253601418e-09,1.4276774056405648e-08,4.77757604385552e-09,1.2617582576041002e-08,1.9402547024782042e-09,1.4280523744095906e-08,4.779295039567152e-09
16498,8,17,20,0,0,0,0,0.0,0.0,3.1674241698850005e-10,2.746828053798401e-10,3.2123640916617263e-10,9.031822820203001e-10,2.508153194772522e-10,1.7777423528215494e-10,3.211322860552868e-10,9.025060362631742e-10
16498,8,18,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16498,8,19,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16498,8,20,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16498,10,1,20,0,0,0,0,0.0,0.0,3.064527855944991e-11,4.284267371268476e-11,3.0467889218979927e-12,1.313339653803571e-11,3.028218729443964e-11,4.275805160594549e-11,3.0360163754741548e-12,1.3084476264795583e-11
16498,10,2,20,1,2e-07,0,0,0.0,0.0,1.512590700343987e-07,1.2462012291163153e-08,5.762712086701137e-08,2.3262628424108823e-08,1.2057766319203164e-07,9.622914168610192e-09,5.732168623976531e-08,2.3124426857783366e-08
16498,10,3,20,824,0.0001648,803,0.0001606,0.000181,5.17992074720921e-05,0.0002313485675725248,2.310457002052167e-06,0.00019803014000314008,4.245541970347309e-06,0.00018150318448575899,3.950854494763776e-05,0.0001856183072337661,3.53209350126559e-05
16498,10,4,20,4329,0.0008658,4340,0.000868,0.0008635,9.07440008166409e-05,0.0013108502861003206,7.206978479461237e-06,0.0010756633995884274,1.0625191294335167e-05,0.000871061694647126,9.131722474815344e-05,0.0008707262048118098,9.157538015233676e-05
16498,10,5,20,16425,0.003285,16107,0.0032214,0.0032495,0.00017907584397326413,0.004792175625043431,1.6210991140317757e-05,0.003937691635564452,2.844934161470193e-05,0.003232435856302171,9.440570758546279e-05,0.003230797308999433,9.409693257107526e-05
16498,10,6,20,52446,0.0104892,52531,0.0105062,0.010592500000000001,0.0003612678697091822,0.014013140457823248,3.9388522708935736e-05,0.012312529987940125,7.19590310374962e-05,0.010560379762996347,0.00032761380030488674,0.010556695558051577,0.0003212711599207106
16498,10,7,20,129029,0.0258058,129247,0.0258494,0.0257245,0.000519883337115671,0.0325895228268473,8.601437157862851e-05,0.030687774443308558,0.00011084455317781077,0.025697166991330574,0.0004222952239532178,0.025681076771309423,0.00042355742764231465
16498,10,8,20,242315,0.048463,242493,0.0484986,0.048438999999999996,0.0006816690044141264,0.058160416595385865,0.00011008368985742236,0.057106236845667145,0.00016595675006262449,0.048527783480340696,0.0006151287592976707,0.04848351574152217,0.0006075813877478904
16498,10,9,20,374746,0.0749492,373860,0.074772,0.074542,0.0008525293635936983,0.08405518535421794,9.702838520758929e-05,0.08317921943706566,0.0001694109971046958,0.07471608868605684,0.0006598309523967766,0.07467893505169296,0.0006721058136368836
16498,10,10,20,502932,0.1005864,502320,0.100464,0.1006195,0.0009062675043681552,0.1054575274556034,0.00012202614995315182,0.10515033446295532,0.00018613592631419712,0.10079890224515979,0.0007724517252033922,0.10079393591990922,0.000759276383794333
16498,10,11,20,612124,0.1224248,612294,0.1224588,0.1223175,0.0012574111876140002,0.11984141712942284,0.00016169789864801753,0.12069269738564681,0.0002840458743165402,0.12245885583695773,0.0010538399109919381,0.12248518551504643,0.0010060921006234342
16498,10,12,20,679428,0.1358856,679779,0.1359558,0.135962,0.0008320716062303375,0.12601075167923673,0.00017637000045807045,0.12841230495008082,0.0002405104266835843,0.13608374183022603,0.0009566131414253734,0.13612745416226826,0.0009490940085217585
16498,10,13,20,674652,0.1349304,674952,0.1349904,0.13500600000000001,0.0012126109281867324,0.1235652857005646,0.00014870091201996883,0.12658301831695695,0.0002725695957163335,0.13507359138373282,0.0010743940503034931,0.1351129840555209,0.001064036358675341
16498,10,14,20,606643,0.1213286,607862,0.1215724,0.1210275,0.0010369686337437696,0.11284681148972246,0.000138199287744697,0.11535192079307725,0.00024329172033453526,0.12099002439960557,0.0010143574911309374,0.12099227897726879,0.0010296986506794109
16498,10,15,20,492987,0.0985974,491972,0.0983944,0.098659,0.0009017871145675133,0.09418058403503501,0.000123256048265959,0.09572778462208056,0.0001536603133202084,0.09848315752370915,0.0007749043118476376,0.09847413567791913,0.0008311138190494404
